손님,직원
아 여보세요. 토요일 오후 1시 20분로 예약 가능한가요?,가능합니다. 인원을 알려주시겠어요?
2명이에요.,네. 확인하번 부탁드립니다. 목요일 오후 1시 20분 2명 맞으실까요?
맞아요. 감사합니다.,네 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 일요일 2시 10분로 예약 하려는데 가능한가요?,일요일 2시 10분 예약 가능합니다. 인원을 알려주세요.
인원은 2명이에요.,확인했습니다. 수요일 8시 10분 2명으로 예약했습니다.
네 맞습니다. 감사합니다.,예약 완료 되었습니다. 예약 해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
여보세요. 토요일 오후 12시 30분로 예약 가능한가요?,토요일 오후 12시 30분 가능합니다. 인원을 알려주세요.
4명 입니다.,알겠습니다. 토요일 오후 2시 50분 4명으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
안녕하세요. 목요일 1시 40분로 예약 가능한가요?,목요일 1시 40분 가능합니다. 인원을 알려주세요.
4명 입니다.,알겠습니다. 토요일 오후 1시 20분 4명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
여보세요. 토요일 오후 12시 30분로 예약 하려는데 가능한가요?,토요일 오후 12시 30분 예약 가능합니다. 인원을 알려주세요.
2명 입니다.,네. 확인하번 부탁드립니다. 목요일 1시 40분 2명 맞으실까요?
네 맞아요. 감사합니다.,예약 완료 되었습니다. 예약 해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
아 여보세요. 토요일 8시 10분로 식당 예약 하려고 하는데 가능할가요?,네 가능합니다. 인원을 알려주세요.
총 2명입니다.,네. 확인하번 부탁드립니다. 토요일 오후 11시 10분 2명 맞으실까요?
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
여보세요. 토요일 오후 1시 20분로 예약 하려는데 가능한가요?,토요일 오후 1시 20분 가능합니다. 인원을 알려주세요.
인원은 2명이에요.,네. 확인하번 부탁드립니다. 수요일 5시 30분 2명 맞으실까요?
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
안녕하세요. 목요일 5시 30분로 식당 예약 하려고 하는데,가능합니다. 인원을 알려주시겠어요?
총 4명입니다.,확인했습니다. 목요일 오후 1시 20분 4명으로 예약했습니다.
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
