손님,직원
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
일요일에 예약 가능한가요?,일요일 예약 가능합니다. 시간과 알려주세요.
8시 30분 4명로 하고 싶은데 가능한가요?,확인했습니다. 일요일 8시 30분 4명으로 예약했습니다.
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
안녕하세요. 일요일에 식당 예약 하려고 하는데,네 가능합니다. 시간과 인원을 알려주세요.
12시 50분 4명인데 가능할까요?,확인했습니다. 월요일 12시 50분 4명으로 예약했습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
월요일에 예약을 하고 싶은데 가능할까요?,네 가능합니다. 시간과 인원을 알려주세요.
오후 11시 50분 5명인데 가능할까요?,네. 확인하번 부탁드립니다. 월요일 오후 11시 50분 5명 맞으실까요?
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
일요일에 예약하고 싶은데 가능할까요?,가능합니다. 시간과 인원을 알려주시겠어요?
11시 10분 2명로 하고 싶은데 가능한가요?,네. 확인하번 부탁드립니다. 일요일 11시 10분 2명 맞으실까요?
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
여보세요. 토요일에 예약 하려는데 가능한가요?,토요일 예약 가능합니다. 시간과 인원을 알려주시겠어요?
오후 4시 2명이에요.,네. 확인하번 부탁드립니다. 월요일 오후 4시 2명 맞으실까요?
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
아 여보세요. 목요일에 혹시 예약 가능한가요?,목요일 가능합니다. 시간과 인원을 알려주세요.
"오후 11시 40분이고, 4명입니다.",네. 확인하번 부탁드립니다. 목요일 오후 11시 40분 4명 맞으실까요?
네 맞아요. 감사합니다.,네 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
목요일에 식당 예약 가능한가요?,가능합니다. 시간과 인원을 알려주시겠어요?
"오후 11시 50분이고, 5명입니다.",네. 확인하번 부탁드립니다. 월요일 오후 11시 50분 5명 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
